"","keyword","row_num"
"69721","INFORMATION TECHNOLOGY MANAGEMENT",69721
"69722","PART-TIME STUDENTS",69722
"69723","TEACHING AND LEARNING",69723
"69724","STUDENTS",69724
"69725","INNOVATION",69725
"69726","MANUFACTURE",69726
"69727","COMPETITIVENESS",69727
"69728","ENGINEERING INDUSTRIES",69728
"69729","INDUSTRIAL EMPLOYMENT",69729
"69730","INDUSTRIAL INNOVATION",69730
"69731","INNOVATION MANAGEMENT",69731
"69732","INNOVATION STRATEGY",69732
"69733","LIVING STANDARDS",69733
"69734","MANAGEMENT INNOVATION",69734
"69735","AUTOMOTIVE INDUSTRY",69735
"69736","DISASTER PREVENTION",69736
"69737","INDUSTRY",69737
"69738","INFORMATION TECHNOLOGY",69738
"69739","MANUFACTURE",69739
"69740","DISASTER MANAGEMENT",69740
"69741","ENTERPRISE MANAGEMENT",69741
"69742","ENTERPRISE RESOURCE PLANNING (ERP)",69742
"69743","ERP IMPLEMENTATION",69743
"69744","INFORMATION TECHNOLOGY MANAGEMENT",69744
"69745","MODEL SHARING",69745
"69746","ORGANIZATIONAL MANAGEMENT",69746
"69747","WEB ENVIRONMENT",69747
"69748","ENTERPRISE RESOURCE PLANNING",69748
"69749","INFORMATION MANAGEMENT",69749
"69750","KNOWLEDGE MANAGEMENT",69750
"69751","NATURAL RESOURCES MANAGEMENT",69751
"69752","RESOURCE ALLOCATION",69752
"69753","ADVANCED INFORMATIONS",69753
"69754","COMPETENCE MANAGEMENT",69754
"69755","INNOVATION MANAGEMENT",69755
"69756","KNOWLEDGE WORK",69756
"69757","KNOWLEDGE WORKERS",69757
"69758","SEMI STRUCTURED INTERVIEWS",69758
"69759","WORK PLACE",69759
"69760","HUMAN RESOURCE MANAGEMENT",69760
"69761","INFORMATION SYSTEMS",69761
"69762","INNOVATION",69762
"69763","ANALYSIS",69763
"69764","DEVELOPMENT STRATEGIES",69764
"69765","INNOVATION MANAGEMENT",69765
"69766","INNOVATION PERFORMANCE",69766
"69767","NATIONAL INNOVATIONS",69767
"69768","RESEARCH INSTITUTIONS",69768
"69769","STRATEGIC MANAGEMENT",69769
"69770","SYSTEMS APPROACH",69770
"69771","STRATEGIC PLANNING",69771
"69772","COMMERCE",69772
"69773","MANUFACTURE",69773
"69774","CRITICAL FACTORS",69774
"69775","FUZZY FRONT END",69775
"69776","GLOBAL ENVIRONMENT",69776
"69777","INNOVATION MANAGEMENT",69777
"69778","MARKET SUCCESS",69778
"69779","MULTI-CRITERIA",69779
"69780","MULTI-CRITERIA APPROACH",69780
"69781","PRODUCT DEVELOPMENT TOOLS",69781
"69782","PRODUCT DEVELOPMENT",69782
"69783","CURRICULA",69783
"69784","INDUSTRIAL MANAGEMENT",69784
"69785","STUDENTS",69785
"69786","EXPERIENTIAL LEARNING",69786
"69787","MANAGEMENT GAMES",69787
"69788","MANAGEMENT SIMULATIONS",69788
"69789","MULTI-TIER APPLICATIONS",69789
"69790","SIMULATION",69790
"69791","TEACHING TECHNOLOGIES",69791
"69792","TECHNICAL IMPLEMENTATION",69792
"69793","TECHNOLOGY MANAGEMENTS",69793
"69794","ENGINEERING EDUCATION",69794
"69795","ARTICLE",69795
"69796","HEALTH CARE FACILITY",69796
"69797","ITALY",69797
"69798","MEDICAL TECHNOLOGY",69798
"69799","METHODOLOGY",69799
"69800","NONBIOLOGICAL MODEL",69800
"69801","ORGANIZATION AND MANAGEMENT",69801
"69802","PATIENT CARE",69802
"69803","BIOMEDICAL TECHNOLOGY",69803
"69804","CONTINUITY OF PATIENT CARE",69804
"69805","HEALTH FACILITIES",69805
"69806","ITALY",69806
"69807","MODELS",69807
"69808","ORGANIZATIONAL",69808
"69809","MLCS",69809
"69810","MLOWN",69810
"69811","COMPETITION",69811
"69812","COPYRIGHTS",69812
"69813","KNOWLEDGE MANAGEMENT",69813
"69814","MOBILE TELECOMMUNICATION SYSTEMS",69814
"69815","AUTOMOTIVE SUPPLIER INDUSTRY",69815
"69816","COMPETITIVE ADVANTAGE",69816
"69817","COMPLETE PRODUCTS",69817
"69818","INDUSTRY EXPERIENCE",69818
"69819","INNOVATION MANAGEMENT",69819
"69820","INNOVATIVE PRODUCT DEVELOPMENT",69820
"69821","PRODUCT LIFE CYCLES",69821
"69822","TECHNOLOGY PLANNING",69822
"69823","LIFE CYCLE",69823
"69824","MANAGERS",69824
"69825","TOOLS",69825
"69826","BUSINESS CONTEXTS",69826
"69827","CASE STUDY RESEARCH",69827
"69828","CONFIGURATION",69828
"69829","CONFIGURATION PROCESS",69829
"69830","METHODS",69830
"69831","TECHNOLOGY INTELLIGENCE",69831
"69832","TECHNOLOGY MANAGEMENTS",69832
"69833","TECHNOLOGY PLANNING",69833
"69834","INDUSTRIAL MANAGEMENT",69834
"69835","CONTROL SYSTEMS",69835
"69836","FINANCE",69836
"69837","BEST PRACTICES",69837
"69838","INNOVATION MANAGEMENT",69838
"69839","MANAGEMENT CONTROL",69839
"69840","SERVICE INNOVATION",69840
"69841","SERVICE MANAGEMENT",69841
"69842","COPYRIGHTS",69842
"69843","COMPETITION",69843
"69844","ENTERPRISE RESOURCE MANAGEMENT",69844
"69845","DYNAMIC CAPABILITIES",69845
"69846","INTER-ORGANISATIONAL RELATIONSHIPS",69846
"69847","RELATIONAL CAPABILITIES",69847
"69848","STRATEGY",69848
"69849","SUPPLY CHAIN DYNAMICS",69849
"69850","SUPPLY CHAIN INNOVATIONS",69850
"69851","SUPPLY CHAIN RELATIONSHIPS",69851
"69852","TECHNOLOGY MANAGEMENTS",69852
"69853","SUPPLY CHAINS",69853
"69854","IDEOLOGY",69854
"69855","INNOVATION",69855
"69856","MANAGEMENT PRACTICE",69856
"69857","RESEARCH WORK",69857
"69858","COSTS",69858
"69859","MANUFACTURE",69859
"69860","BENEFITS",69860
"69861","COMMUNITY-BASED INNOVATIONS",69861
"69862","CONSISTENCY",69862
"69863","CONTINGENCY FACTORS",69863
"69864","INNOVATION MANAGEMENT",69864
"69865","MANUFACTURER STRATEGY",69865
"69866","MARKETING EFFECT",69866
"69867","OPEN INNOVATION",69867
"69868","USER INNOVATION",69868
"69869","PRODUCT DEVELOPMENT",69869
"69870","COMPETITION",69870
"69871","MEASUREMENT",69871
"69872","COMPETITIVE ADVANTAGE",69872
"69873","CONVENTIONAL APPROACH",69873
"69874","CURRENT PRACTICES",69874
"69875","INNOVATION MANAGEMENT",69875
"69876","INNOVATION PERFORMANCE",69876
"69877","MANAGEMENT CHALLENGES",69877
"69878","PERFORMANCE",69878
"69879","PERFORMANCE MEASUREMENTS",69879
"69880","MANAGERS",69880
"69881","ELECTRONIC COMMERCE",69881
"69882","TECHNOLOGY TRANSFER",69882
"69883","VIRTUAL REALITY",69883
"69884","ADOPTION OF INNOVATIONS",69884
"69885","FUTURE RESEARCH DIRECTIONS",69885
"69886","INNOVATION ADOPTION",69886
"69887","INNOVATION MANAGEMENT",69887
"69888","MANAGEMENT IMPLICATIONS",69888
"69889","NETWORKING",69889
"69890","ORGANISATIONAL",69890
"69891","TECHNOLOGY TRANSFER OFFICES",69891
"69892","ENVIRONMENTAL MANAGEMENT",69892
"69893","INNOVATION",69893
"69894","PLANNING",69894
"69895","SOCIETIES AND INSTITUTIONS",69895
"69896","SUSTAINABLE DEVELOPMENT",69896
"69897","CONCEPTUAL MODEL",69897
"69898","CONTINUOUS IMPROVEMENTS",69898
"69899","INNOVATION PROCESS",69899
"69900","MULTIPLE DIMENSIONS",69900
"69901","ORGANIZATIONAL CAPABILITIES",69901
"69902","SERVICE INNOVATION",69902
"69903","SERVICES",69903
"69904","SUSTAINABLE SERVICES",69904
"69905","ENGINEERING RESEARCH",69905
"69906","BIODEGRADATION",69906
"69907","BIOMASS",69907
"69908","ECONOMICS",69908
"69909","ENVIRONMENTAL PROTECTION",69909
"69910","INCINERATION",69910
"69911","INTERNATIONAL COOPERATION",69911
"69912","SOLID WASTES",69912
"69913","WASTE INCINERATION",69913
"69914","ECONOMIC DEVELOPMENT",69914
"69915","EFFICIENT TREATMENT",69915
"69916","ENVIRONMENTAL AWARENESS",69916
"69917","ENVIRONMENTAL CONDITIONS",69917
"69918","ENVIRONMENTALLY-FRIENDLY TECHNOLOGY",69918
"69919","GREEN CONSUMPTION",69919
"69920","RESOURCES",69920
"69921","TECHNOLOGICAL DEVELOPMENT",69921
"69922","ECONOMIC AND SOCIAL EFFECTS",69922
"69923","APPLICATIONS",69923
"69924","COMMERCE",69924
"69925","DESIGN",69925
"69926","DYNAMICS",69926
"69927","ENERGY CONSERVATION",69927
"69928","PRODUCT DESIGN",69928
"69929","APPLICATION MODELING",69929
"69930","DESIGN RESEARCH METHODS",69930
"69931","DYNAMIC CONFIGURATION",69931
"69932","INNOVATION STRATEGY",69932
"69933","INNOVATION SYSTEM",69933
"69934","INTEGRATED APPLICATIONS",69934
"69935","INTERDISCIPLINARY RESEARCH",69935
"69936","LOW-CARBON TECHNOLOGIES",69936
"69937","INNOVATION",69937
"69938","COMMERCE",69938
"69939","DISPERSION (WAVES)",69939
"69940","SUPPLY CHAINS",69940
"69941","BUSINESS PERFORMANCE",69941
"69942","CIMA MODELS",69942
"69943","CONTINUOUS IMPROVEMENTS",69943
"69944","MEASUREMENT TOOLS",69944
"69945","ORGANISATIONAL",69945
"69946","TECHNOLOGY MANAGEMENTS",69946
"69947","DISPERSIONS",69947
"69948","INNOVATION",69948
"69949","KNOWLEDGE",69949
"69950","LEARNING",69950
"69951","RESEARCH AND DEVELOPMENT",69951
"69952","SCIENCE AND TECHNOLOGY",69952
"69953","MEXICO [NORTH AMERICA]",69953
"69954","ASSET MANAGEMENT",69954
"69955","ECOSYSTEMS",69955
"69956","INDUSTRY",69956
"69957","INNOVATION",69957
"69958","TECHNOLOGY",69958
"69959","TELECOMMUNICATION",69959
"69960","EMERGING TRENDS",69960
"69961","INNOVATION MANAGEMENT",69961
"69962","MANAGEMENT CHALLENGES",69962
"69963","MANAGEMENT PRACTICES",69963
"69964","OPEN INNOVATION",69964
"69965","OPEN TECHNOLOGY",69965
"69966","SOFTWARE COMPANY",69966
"69967","SOFTWARE ECOSYSTEM",69967
"69968","SOFTWARE ECOSYSTEMS",69968
"69969","SUPPLY NETWORK MANAGEMENT",69969
"69970","TECHNOLOGY MANAGEMENTS",69970
"69971","TECHNOLOGY SCOUTING",69971
"69972","TELECOM INDUSTRY",69972
"69973","NETWORK MANAGEMENT",69973
"69974","CLOUD COMPUTING",69974
"69975","COMMUNICATION",69975
"69976","COMPUTER SOFTWARE",69976
"69977","INDUSTRY",69977
"69978","COMMUNICATIONS INDUSTRY",69978
"69979","COMMUNICATIONS SOFTWARE",69979
"69980","OPEN SOURCE SOFTWARE",69980
"69981","SCENARIOS",69981
"69982","TECHNOLOGY MANAGEMENT",69982
"69983","TELECOM",69983
"69984","VERTICAL SOFTWARE MARKETS",69984
"69985","OPEN SYSTEMS",69985
"69986","ECODESIGN",69986
"69987","ENVIRONMENTAL IMPACT",69987
"69988","PROBLEM SOLVING",69988
"69989","EUROPEAN COMMUNITY",69989
"69990","FLOWS OF MATERIALS",69990
"69991","GLOBAL ENVIRONMENTAL IMPACTS",69991
"69992","INNOVATION MANAGEMENT",69992
"69993","INTEGRATED APPROACH",69993
"69994","LIFE CYCLE ASSESSMENT (LCA)",69994
"69995","PRODUCT LIFE CYCLES",69995
"69996","SMALL MEDIUM ENTERPRISE",69996
"69997","LIFE CYCLE",69997
"69998","ARTICLE",69998
"69999","AUSTRIA",69999
"70000","DECISION MAKING",70000
"70001","HEALTH CARE COST",70001
"70002","HEALTH CARE DELIVERY",70002
"70003","HEALTH CARE MANAGEMENT",70003
"70004","HEALTH CARE POLICY",70004
"70005","HEALTH CARE PRACTICE",70005
"70006","HEALTH CARE SYSTEM",70006
"70007","HEALTH CARE UTILIZATION",70007
"70008","HOSPITAL",70008
"70009","HOSPITAL POLICY",70009
"70010","HUMAN",70010
"70011","INVESTMENT",70011
"70012","LENGTH OF STAY",70012
"70013","MEDICAL SPECIALIST",70013
"70014","PRIVATE HOSPITAL",70014
"70015","PUBLIC HOSPITAL",70015
"70016","REIMBURSEMENT",70016
"70017","TECHNOLOGY",70017
"70018","ARTICLE",70018
"70019","DECISION MAKING",70019
"70020","EMERGENCY WARD",70020
"70021","HEALTH CARE DELIVERY",70021
"70022","HEALTH CARE FACILITY",70022
"70023","HEALTH CARE MANAGEMENT",70023
"70024","HEALTH CARE QUALITY",70024
"70025","HEALTH CARE UTILIZATION",70025
"70026","HOSPITAL ADMISSION",70026
"70027","HOSPITAL BED UTILIZATION",70027
"70028","HOSPITAL PERSONNEL MANAGEMENT",70028
"70029","HUMAN",70029
"70030","INTERNAL MEDICINE",70030
"70031","MEDICAL RESEARCH",70031
"70032","NETHERLANDS",70032
"70033","NURSE",70033
"70034","TECHNOLOGY",70034
"70035","WARD",70035
"70036","ENTERPRISE RESOURCE MANAGEMENT",70036
"70037","INFORMATION MANAGEMENT",70037
"70038","INFORMATION TECHNOLOGY",70038
"70039","INTEGRATION",70039
"70040","RESOURCE ALLOCATION",70040
"70041","ADOPTION",70041
"70042","ENTERPRISE RESOURCE PLANNING SYSTEMS",70042
"70043","ERP IMPLEMENTATION",70043
"70044","IMPLEMENTATION",70044
"70045","ORGANISATIONAL",70045
"70046","ORGANISATIONAL FACTORS",70046
"70047","PROCESS APPROACH",70047
"70048","TECHNOLOGY MANAGEMENTS",70048
"70049","ENTERPRISE RESOURCE PLANNING",70049
"70050","DEVELOPING COUNTRIES",70050
"70051","HOSPITALS",70051
"70052","GOVERNANCE",70052
"70053","PERFORMANCE",70053
"70054","PUBLIC SECTOR",70054
"70055","SRI LANKA",70055
"70056","TECHNOLOGY POLICY",70056
"70057","HEALTH CARE",70057
"70058","CALL CENTERS",70058
"70059","CONNECTION",70059
"70060","CORPORATE WORLD",70060
"70061","OPERATION COST",70061
"70062","OPERATIONAL PROCESS",70062
"70063","ORGANIZATION MANAGEMENT",70063
"70064","PROTOCOL",70064
"70065","REMOTE LOCATION",70065
"70066","RETURN ON INVESTMENTS",70066
"70067","SEMI-STRUCTURED",70067
"70068","STRATEGIC MANAGEMENT",70068
"70069","TELEPHONY",70069
"70070","VOICE AND DATA",70070
"70071","VOICE OVER IP",70071
"70072","VOICE TRANSMISSIONS",70072
"70073","VOIP - TECHNOLOGY",70073
"70074","VOIP APPLICATIONS",70074
"70075","INTERNET PROTOCOLS",70075
"70076","INTERNET TELEPHONY",70076
"70077","PROFITABILITY",70077
"70078","TECHNOLOGY",70078
"70079","VOICE/DATA COMMUNICATION SYSTEMS",70079
"70080","SECURITY OF DATA",70080
"70081","COBIT",70081
"70082","CONTROL OBJECTIVES FOR INFORMATION AND RELATED TECHNOLOGIES",70082
"70083","INTERNAL CONTROLS",70083
"70084","IT GOVERNANCE",70084
"70085","SMALL AND MEDIUM ENTERPRISE",70085
"70086","TECHNOLOGY MANAGEMENTS",70086
"70087","LAWS AND LEGISLATION",70087
"70088","DIFFUSION",70088
"70089","INFORMATION SYSTEMS",70089
"70090","INFORMATION USE",70090
"70091","MANAGERS",70091
"70092","NEPTUNIUM",70092
"70093","INFORMATION SYSTEM SECURITY",70093
"70094","NEED-PULL",70094
"70095","TECHNOLOGY CLUSTER",70095
"70096","TECHNOLOGY MANAGEMENTS",70096
"70097","TECHNOLOGY PUSHES",70097
"70098","INFORMATION MANAGEMENT",70098
"70099","FREQUENCY ESTIMATION",70099
"70100","MANAGERS",70100
"70101","RISK ASSESSMENT",70101
"70102","SECURITY OF DATA",70102
"70103","SECURITY SYSTEMS",70103
"70104","INFORMATION RISK",70104
"70105","IS MANAGER",70105
"70106","ITALY",70106
"70107","SECURITY INCIDENT",70107
"70108","TECHNOLOGY MANAGEMENTS",70108
"70109","RISK PERCEPTION",70109
"70110","AUTONOMOUS MANAGEMENTS",70110
"70111","AUTONOMY",70111
"70112","IMPLEMENTATION",70112
"70113","JAPANESE ELECTRONICS COMPANIES",70113
"70114","LEADER",70114
"70115","PARTICIPANT OBSERVATIONS",70115
"70116","RESEARCH ACTIVITIES",70116
"70117","TECHNOLOGY MANAGEMENTS",70117
"70118","HUMAN RESOURCE MANAGEMENT",70118
"70119","COMPUTER AIDED DESIGN",70119
"70120","EFFICIENCY",70120
"70121","MANUFACTURE",70121
"70122","PRODUCT DEVELOPMENT",70122
"70123","ADVANCED MANUFACTURING TECHNOLOGIES",70123
"70124","DESIGN TECHNOLOGIES",70124
"70125","DEVELOPMENT TECHNOLOGY",70125
"70126","MANUFACTURING CYCLE",70126
"70127","MANUFACTURING ENVIRONMENTS",70127
"70128","SMALL COMPANIES",70128
"70129","STRATEGIC DEVELOPMENT",70129
"70130","TECHNOLOGY MANAGEMENTS",70130
"70131","PRODUCT DESIGN",70131
"70132","CONCEPTUAL FRAMEWORK",70132
"70133","INDUSTRIAL ENTERPRISE",70133
"70134","INNOVATION",70134
"70135","LEARNING",70135
"70136","TECHNOLOGY",70136
"70137","ENGINEERING",70137
"70138","INDUSTRIAL MANAGEMENT",70138
"70139","ALLIANCE MOTIVES",70139
"70140","ALLIANCE PARTNERS",70140
"70141","DOMINANT DESIGN",70141
"70142","EMERGING TECHNOLOGIES",70142
"70143","STRATEGIC ALLIANCE",70143
"70144","TECHNOLOGICAL CHANGE",70144
"70145","TECHNOLOGY CYCLE",70145
"70146","TECHNOLOGY MANAGEMENTS",70146
"70147","TECHNOLOGY TRANSFER",70147
"70148","BEHAVIORAL RESEARCH",70148
"70149","COMPETITION",70149
"70150","COST BENEFIT ANALYSIS",70150
"70151","DECISION SUPPORT SYSTEMS",70151
"70152","INTEGER PROGRAMMING",70152
"70153","PALLADIUM",70153
"70154","PRODUCT DEVELOPMENT",70154
"70155","0-1-INTEGER PROGRAMMING",70155
"70156","COST PERFORMANCE",70156
"70157","GCPC",70157
"70158","GRAPHIC INFORMATION",70158
"70159","MODULAR TYPE",70159
"70160","OPTIMAL DECISIONS",70160
"70161","ROADMAP",70161
"70162","SCENARIO ANALYSIS",70162
"70163","SUCCESSIVE GENERATIONS",70163
"70164","TACIT KNOWLEDGE",70164
"70165","TECHNOLOGY MANAGEMENTS",70165
"70166","DECISION MAKING",70166
"70167","GLOBAL OPTIMIZATION",70167
"70168","HEURISTIC METHODS",70168
"70169","INVENTORY CONTROL",70169
"70170","JOB SHOP SCHEDULING",70170
"70171","PRODUCTION CONTROL",70171
"70172","SCHEDULING",70172
"70173","EARLINESS-TARDINESS",70173
"70174","MEMETIC ALGORITHMS",70174
"70175","NON-IDENTICAL",70175
"70176","PARALLEL MACHINE",70176
"70177","TECHNOLOGY MANAGEMENTS",70177
"70178","BRANCH AND BOUND METHOD",70178
"70179","MANAGEMENT PLANNING",70179
"70180","MANAGEMENT PRACTICES",70180
"70181","MULTIPLE LANGUAGES",70181
"70182","NEW ZEALAND",70182
"70183","PROJECT MANAGERS",70183
"70184","PROJECT RISK",70184
"70185","PROJECT SUCCESS",70185
"70186","RISK LEVELS",70186
"70187","RISK MANAGEMENT PROCESS",70187
"70188","TECHNOLOGY MANAGEMENT",70188
"70189","INDUSTRIAL MANAGEMENT",70189
"70190","INDUSTRY",70190
"70191","PLANNING",70191
"70192","RISK ANALYSIS",70192
"70193","RISK MANAGEMENT",70193
"70194","RISK PERCEPTION",70194
"70195","PROJECT MANAGEMENT",70195
"70196","COHORT ANALYSIS",70196
"70197","LANGUAGE",70197
"70198","RISK ASSESSMENT",70198
"70199","SPATIOTEMPORAL ANALYSIS",70199
"70200","ISRAEL",70200
"70201","JAPAN",70201
"70202","NEW ZEALAND",70202
"70203","COMMERCE",70203
"70204","COMPETITION",70204
"70205","MANAGERS",70205
"70206","PRODUCT DEVELOPMENT",70206
"70207","BEHAVIORAL INTENTION",70207
"70208","COMPETITIVE ADVANTAGE",70208
"70209","CUSTOMER ORIENTATION",70209
"70210","INNOVATION MANAGEMENT",70210
"70211","NEW PRODUCT DESIGN",70211
"70212","NEW PRODUCT DEVELOPMENT",70212
"70213","ON-LINE COMMUNITIES",70213
"70214","PRODUCT CATEGORIES",70214
"70215","SALES",70215
"70216","COMMERCE",70216
"70217","COMPETITION",70217
"70218","COORDINATION REACTIONS",70218
"70219","PRODUCT DEVELOPMENT",70219
"70220","COLLABORATIVE COMMUNITY",70220
"70221","CONTINUOUS DEVELOPMENT",70221
"70222","DYNAMIC COORDINATION",70222
"70223","EVOLUTIONARY PROCESS",70223
"70224","GLOBAL COMPETITIVENESS",70224
"70225","INNOVATION MANAGEMENT",70225
"70226","ORGANIZATIONAL DESIGNS",70226
"70227","ORGANIZATIONAL MODELING",70227
"70228","KNOWLEDGE MANAGEMENT",70228
"70229","ELECTRICAL CONDUCTION",70229
"70230","KEYWORD",70230
"70231","KNOWLEDGE STRUCTURES",70231
"70232","NETWORK THEORY",70232
"70233","POLYMER NANOCOMPOSITE",70233
"70234","CONDUCTING POLYMERS",70234
"70235","ELECTRIC NETWORK ANALYSIS",70235
"70236","NANOCOMPOSITES",70236
"70237","ORGANIC CONDUCTORS",70237
"70238","RESEARCH",70238
"70239","RESEARCH AND DEVELOPMENT MANAGEMENT",70239
"70240","ACADEMIC RESEARCH",70240
"70241","COMPOSITE",70241
"70242","ELECTRICAL CONDUCTIVITY",70242
"70243","KNOWLEDGE",70243
"70244","MAPPING",70244
"70245","NANOTECHNOLOGY",70245
"70246","NETWORK ANALYSIS",70246
"70247","POLYMER",70247
"70248","CASE STUDY",70248
"70249","ITALY",70249
"70250","MANAGERIAL LEVERS",70250
"70251","MATURE INDUSTRIES",70251
"70252","NETWORKS",70252
"70253","OPEN INNOVATION",70253
"70254","ORGANISATIONAL CHANGE",70254
"70255","COMMUNICATION SYSTEMS",70255
"70256","INDUSTRY",70256
"70257","KNOWLEDGE ACQUISITION",70257
"70258","KNOWLEDGE MANAGEMENT",70258
"70259","MANAGEMENT",70259
"70260","RESEARCH",70260
"70261","INNOVATION",70261
"70262","CONTEXT DEPENDENCY",70262
"70263","FUTURE OF OPEN INNOVATION",70263
"70264","OPEN INNOVATION",70264
"70265","STATE OF THE ART",70265
"70266","TRANSITION",70266
"70267","RESEARCH",70267
"70268","BIBLIOMETRIC ANALYSIS",70268
"70269","INTELLECTUAL PILLARS",70269
"70270","KEYWORDS",70270
"70271","KNOWLEDGE SOURCES",70271
"70272","TM LITERATURE",70272
"70273","INDUSTRIAL MANAGEMENT",70273
"70274","INNOVATION",70274
"70275","RESEARCH",70275
"70276","TECHNOLOGY TRANSFER",70276
"70277","DEVELOPING COUNTRIES",70277
"70278","DEVELOPING WORLD",70278
"70279","ECONOMIC GROWTH",70279
"70280","INDUSTRIALIZATION",70280
"70281","INNOVATION",70281
"70282","KNOWLEDGE",70282
"70283","LEARNING",70283
"70284","RESEARCH",70284
"70285","TECHNOLOGICAL DEVELOPMENT",70285
"70286","TECHNOLOGY TRANSFER",70286
"70287","INFLUENCE FACTORS",70287
"70288","MAINTENANCE MANAGEMENT",70288
"70289","MAINTENANCE OBJECTIVES",70289
"70290","MAINTENANCE REQUIREMENT",70290
"70291","MAINTENANCE REQUIREMENT ANALYSIS",70291
"70292","NEW THEORY",70292
"70293","REQUIREMENT ANALYSIS",70293
"70294","REQUIREMENT-ORIENTED MAINTENANCE",70294
"70295","TECHNOLOGY MANAGEMENTS",70295
"70296","THREE DIMENSIONS",70296
"70297","INDUSTRIAL ENGINEERING",70297
"70298","INDUSTRY",70298
"70299","MANAGEMENT",70299
"70300","MAINTENANCE",70300
"70301","CONCEPTUAL FRAMEWORKS",70301
"70302","CONSTRUCTION PROCESS",70302
"70303","INNOVATION MANAGEMENT",70303
"70304","INNOVATION PROCESS",70304
"70305","MANAGEMENT DOMAINS",70305
"70306","ORGANIZATIONAL LEVELS",70306
"70307","PREDICTIVE INDICATORS",70307
"70308","PROCESS TECHNOLOGIES",70308
"70309","STANDARD CONSTRUCTIONS",70309
"70310","TECHNOLOGY ADOPTION",70310
"70311","CIVIL ENGINEERING",70311
"70312","CONSTRUCTION INDUSTRY",70312
"70313","RESEARCH",70313
"70314","INNOVATION",70314
"70315","ARTICLE",70315
"70316","COMMERCIAL PHENOMENA",70316
"70317","DIAGNOSTIC TEST",70317
"70318","HEALTH CARE ORGANIZATION",70318
"70319","HEPATITIS B",70319
"70320","HUMAN",70320
"70321","HUMAN IMMUNODEFICIENCY VIRUS INFECTION",70321
"70322","JAPAN",70322
"70323","KENYA",70323
"70324","LICENSING",70324
"70325","LIFE CYCLE",70325
"70326","MARKET",70326
"70327","MEDICAL RESEARCH",70327
"70328","MEDICAL TECHNOLOGY",70328
"70329","PRODUCT DEVELOPMENT",70329
"70330","RISK ASSESSMENT",70330
"70331","SCALE UP",70331
"70332","COMPLEX ADAPTIVE SYSTEMS",70332
"70333","IMPLEMENTATION",70333
"70334","INFORMATION AND COMMUNICATION TECHNOLOGIES",70334
"70335","POLICY",70335
"70336","SINGAPORE",70336
"70337","ADAPTIVE SYSTEMS",70337
"70338","INFORMATION TECHNOLOGY",70338
"70339","NEWTONIAN FLOW",70339
"70340","EDUCATION",70340
"70341","COLLABORATIVE WORKING",70341
"70342","INNOVATION MANAGEMENT",70342
"70343","SCENARIO BASED PLANNING",70343
"70344","SCENARIO DEVELOPMENT",70344
"70345","STAKEHOLDER MANAGEMENT",70345
"70346","INDUSTRIAL MANAGEMENT",70346
"70347","MILITARY APPLICATIONS",70347
"70348","RESEARCH",70348
"70349","PLANNING",70349
"70350","AMERICAN SCHOOL OF PRAGMATISM",70350
"70351","COLLABORATIVE WORK",70351
"70352","COMMUNITIES OF PRACTICE",70352
"70353","HEIDEGGER",70353
"70354","INFORMATION SYSTEMS DESIGN",70354
"70355","INNOVATION MANAGEMENT",70355
"70356","ORGANISATIONAL LEARNING",70356
"70357","PEIRCEAN SEMIOTICS",70357
"70358","COMPETITION",70358
"70359","DESIGN",70359
"70360","INDUSTRY",70360
"70361","KNOWLEDGE ACQUISITION",70361
"70362","KNOWLEDGE MANAGEMENT",70362
"70363","ONTOLOGY",70363
"70364","SEMIOTICS",70364
"70365","SYSTEMS ANALYSIS",70365
"70366","INFORMATION SYSTEMS",70366
"70367","BALANCE SCORECARD",70367
"70368","BALANCED SCORECARDS",70368
"70369","BUSINESS INTELLIGENCE",70369
"70370","CONTEXTUALIZE",70370
"70371","INNOVATION MANAGEMENT",70371
"70372","INTEGRAL SYSTEMS",70372
"70373","INTERVENTION METHODS",70373
"70374","MAIN COMPONENT",70374
"70375","MULTIDIMENSIONALITY",70375
"70376","SEARCH TECHNIQUE",70376
"70377","THOUGHT PROCESS",70377
"70378","DATA WAREHOUSES",70378
"70379","INFORMATION SYSTEMS",70379
"70380","MANAGEMENT SCIENCE",70380
"70381","STRATEGIC PLANNING",70381
"70382","BRIGHT SPOTS",70382
"70383","CONTRACT MANUFACTURING",70383
"70384","DISTRIBUTION SERVICES",70384
"70385","ECONOMIC GLOBALIZATION",70385
"70386","EMPIRICAL RESEARCH",70386
"70387","HONG-KONG",70387
"70388","INFORMATIONIZATION",70388
"70389","INNOVATIVE MECHANISM",70389
"70390","INTEGRATED SERVICE",70390
"70391","LOGISTICS SERVICES",70391
"70392","MANAGEMENT INNOVATION",70392
"70393","NUMBER OF SERVICES",70393
"70394","OPERATION MECHANISM",70394
"70395","OUTSOURCING SERVICES",70395
"70396","SERVICE CONTENT",70396
"70397","SERVICE INNOVATION",70397
"70398","TECHNOLOGICAL INNOVATION",70398
"70399","VALUE ADDED SERVICE",70399
"70400","ELECTRONIC COMMERCE",70400
"70401","GOVERNMENT DATA PROCESSING",70401
"70402","INNOVATION",70402
"70403","LOGISTICS",70403
"70404","SUPPLY CHAINS",70404
"70405","SUPPLY CHAIN MANAGEMENT",70405
"70406","E-GOVERNMENT",70406
